Month,Day,Year,Time,Flux,Temperature (C),CO2 Soil (ppm) ,CO2 Soil STD (ppm),CO2 ATM (ppm),CO2 ATM STD (ppm),Mode
6,23,21,10:11:56,0,0,0,0,0,0,1
6,23,21,10:12:04,0,0,0,0,0,0,1
6,23,21,10:13:24,0,0,0,0,0,0,2
6,23,21,10:25:00,0.07,21.8,65.92,2.399,62.2,3.17,0
6,23,21,10:30:00,1.21,21.4,145.16,13.012,76.86,3.081,0
6,23,21,10:35:00,2.25,21.1,195.55,6.551,68.41,4.064,0
6,23,21,10:40:00,2.31,20.9,199.88,8.334,69.15,5.347,0
6,23,21,10:45:00,-0.07,20.8,66.17,3.746,70.3,3.745,0
6,23,21,10:50:00,0.95,20.6,121.84,25.116,68,4.84,0
6,23,21,10:55:00,2.82,20.3,242.25,10.371,82.91,2.558,0
6,23,21,11:00:00,2.36,20.1,225.43,6.801,91.99,4.391,0
6,23,21,11:05:00,1.5,20,181.67,44.886,96.92,4.28,0
6,23,21,11:10:00,0.89,20.1,139.47,6.746,89.15,12.779,0
6,23,21,11:15:00,0.65,20.1,153.19,4.39,116.29,2.776,0
6,23,21,11:20:00,0.35,20.2,167.22,2.505,147.56,2.661,0
6,23,21,11:25:00,-1.07,20.5,88.3,7.552,149.1,7.023,0
6,23,21,11:30:00,0.45,21.6,101.07,2.468,75.6,2.98,0
6,23,21,11:35:00,0.61,22.3,104.82,3.886,70.34,1.46,0
6,23,21,11:40:00,0.7,22.6,108.97,4.564,69.14,2.584,0
6,23,21,11:45:00,-0.08,22.2,60.6,3.909,65.26,2.317,0
6,23,21,11:50:00,0.36,21.8,77.38,2.995,56.82,4.639,0
6,23,21,11:55:00,0.3,22.7,80.51,2.301,63.57,2.737,0
6,23,21,12:00:00,0.28,23.6,80.43,2.169,64.55,2.142,0
6,23,21,12:05:00,0.02,23.7,70.71,3.972,69.66,0.44,0
6,23,21,12:10:00,0.81,24,114.42,2.411,68.55,2.389,0
6,23,21,12:15:00,0.98,24.7,127.75,3.532,72.04,1.811,0
6,23,21,12:20:00,0.91,24.9,124.82,2.843,73.46,2.823,0
6,23,21,12:25:00,0.1,24.7,78.87,1.414,73.48,3.466,0
6,23,21,12:30:00,-0.22,24.1,65.13,4.258,77.55,24.107,0
6,23,21,12:35:00,0.44,23.5,96.02,6.765,71.41,1.477,0
6,23,21,12:40:00,0.71,23.6,105.47,3.558,65.04,2.569,0
6,23,21,12:45:00,0.59,23.3,100.88,2.124,67.36,1.724,0
6,23,21,12:50:00,0.12,22.9,73.22,11.21,66.33,4.492,0
6,23,21,12:55:00,1.17,22.9,133.4,7.343,67.19,2.308,0
6,23,21,13:00:00,1.37,22.7,146.9,3.357,69.23,2.871,0
6,23,21,13:05:00,1.3,22.6,145.65,2.302,71.87,1.286,0
6,23,21,13:10:00,0.03,22.6,73.42,5.085,71.82,3.921,0
6,23,21,13:15:00,0.45,22.5,89.98,3.858,64.81,1.938,0
6,23,21,13:20:00,0.64,22.5,104,3.38,67.84,2.422,0
6,23,21,13:25:00,0.72,22.6,107.86,3.778,67.16,1.42,0
6,23,21,13:30:00,0.11,23.3,73.87,1.942,67.77,3.593,0
6,23,21,13:35:00,0.75,24.3,111.49,2.133,69.29,2.189,0
6,23,21,13:40:00,1.21,25.4,138.55,4.509,70.03,2.531,0
6,23,21,13:45:00,1.47,26.9,152.34,3.635,69.23,1.843,0
6,23,21,13:50:00,0.04,27.6,76.8,3.515,74.69,3.079,0
6,23,21,13:55:00,0.52,27.6,106.13,4.114,76.82,2.219,0
6,23,21,14:00:00,0.79,27.5,125.28,1.516,80.41,1.585,0
6,23,21,14:05:00,0.85,27.3,128.88,3.161,80.75,2.256,0
6,23,21,14:10:00,-0.02,27.2,79.95,2.095,81.26,6.773,0
6,23,21,14:15:00,0.4,27.2,102.02,1.357,79.55,2.246,0
6,23,21,14:20:00,0.54,28.6,102.46,1.57,71.69,3.748,0
6,23,21,14:25:00,0.63,29.2,106.71,4.357,70.92,1.5,0
6,23,21,14:30:00,0.12,29.5,90.12,9.263,83.44,3.612,0
6,23,21,14:35:00,1.1,30.2,142.93,5.442,80.82,2.588,0
6,23,21,14:40:00,1.05,29.9,151.17,1.88,91.81,2.638,0
6,23,21,14:45:00,0.98,29.7,146.14,6,90.93,2.211,0
6,23,21,14:50:00,0.44,29.3,115.07,25.488,90.25,3.809,0
6,23,21,14:55:00,0.09,28.6,93.51,3.202,88.27,4.105,0
6,23,21,15:00:00,0.9,28.6,144.6,1.798,93.64,4.929,0
6,23,21,15:05:00,1.09,28.3,148.69,4.662,87,3.75,0
6,23,21,15:10:00,0.77,27.8,136.93,4.117,93.22,2.575,0
6,23,21,15:15:00,0.1,27.4,95.97,2.89,90.54,4.188,0
6,24,21,9:50:09,0,0,0,0,0,0,1
6,24,21,9:51:02,0,0,0,0,0,0,2
6,24,21,9:51:20,0,0,0,0,0,0,2
6,28,21,9:07:06,0,0,0,0,0,0,1
6,28,21,9:11:19,0,0,0,0,0,0,2
6,28,21,9:25:00,0.11,26.7,178.29,9.114,172.32,5.994,0
6,28,21,9:30:00,0.2,27.2,236.26,6.471,224.89,12.136,0
6,28,21,9:35:00,-0.66,27.4,71.58,4.821,109.07,15.634,0
6,28,21,9:40:00,-0.08,27,59.23,3.396,63.87,2.877,0
6,28,21,9:45:00,0.11,26.8,59.43,4.988,53.4,3,0
6,28,21,9:50:00,-0.1,26.4,36.95,7.168,42.62,4.975,0
6,28,21,9:55:00,0.62,25.8,76.36,10.052,41.06,6.991,0
6,28,21,10:00:00,1.25,25,114.22,4.175,43.71,2.325,0
6,28,21,10:05:00,1.1,24.2,107.61,1.333,45.6,3.129,0
6,28,21,10:10:00,-0.42,23.4,54.82,13.556,78.74,16.587,0
6,28,21,10:15:00,0.35,22.5,60.64,0.784,40.74,3.005,0
6,28,21,10:20:00,0.43,21.8,64.34,2.216,39.91,3.148,0
6,28,21,10:25:00,0.59,21.1,69.17,1.936,35.87,2.687,0
6,28,21,10:30:00,0.61,20.4,73.2,1.744,38.72,2.312,0
6,28,21,10:35:00,-0.07,19.9,42.76,6.904,46.91,5.593,0
6,28,21,10:40:00,0.96,19.4,94.09,6.806,39.6,1.515,0
6,28,21,10:45:00,1.33,19,119.98,5.918,44.96,3.298,0
6,28,21,10:50:00,1.68,18.8,142.57,6.808,47.63,2.58,0
6,28,21,10:55:00,0.21,18.7,63.54,14.263,51.41,2.288,0
6,28,21,11:00:00,1.58,18.6,134.92,6.73,45.64,3.673,0
6,28,21,11:05:00,1.43,18.5,127.56,2.038,46.84,2.579,0
6,28,21,11:10:00,1.14,18.4,111.4,3.292,47.13,2.934,0
6,28,21,11:15:00,0.55,18.3,78.18,16.243,47.18,2.202,0
6,28,21,11:20:00,0.14,18.1,46.27,6.827,38.51,4.989,0
6,28,21,11:25:00,0.43,18.1,61.94,22.391,37.58,6.97,0
6,28,21,11:30:00,0.72,18.2,91.12,3.49,50.39,1.179,0
6,28,21,11:35:00,0.64,18.5,87.14,2.875,51,1.4,0
6,28,21,11:40:00,0.7,18.8,91.72,2.247,52.33,1.572,0
6,28,21,11:45:00,0.65,19.2,93.29,6.116,56.37,2.424,0
6,28,21,11:50:00,0.53,19.8,91.78,17.185,62.05,6.411,0
6,28,21,11:55:00,2.32,20.2,194.01,8.944,62.66,3.34,0
6,28,21,12:00:00,2.52,20.4,209.1,3.896,66.76,4.444,0
6,28,21,12:05:00,2.54,20.4,206.32,3.582,62.69,4.331,0
6,28,21,12:10:00,1.18,20.2,126.67,47.441,59.69,7.03,0
6,28,21,12:15:00,0.13,20.1,56.01,3.373,48.78,8.092,0
6,28,21,12:20:00,0.9,20.6,98.99,5.916,48.19,2.934,0
6,28,21,12:25:00,1.02,21,116.14,4.384,58.63,1.782,0
6,28,21,12:30:00,3.19,21.6,241.6,56.859,60.98,2.918,0
6,28,21,12:35:00,-1.05,22.1,55.3,4.658,114.81,31.709,0
6,28,21,12:40:00,0.25,21.9,65.01,12.663,51.11,3.153,0
6,28,21,12:45:00,1.04,21.3,176.26,3.293,117.36,12.422,0
6,28,21,12:50:00,-0.64,21.1,193.38,7.845,229.79,7.363,0
6,28,21,12:55:00,0.93,21,318.06,3.201,265.54,14.46,0
6,28,21,13:00:00,-1.73,21.5,55.32,4.827,153.34,36.211,0
6,28,21,13:05:00,0.56,22.3,84.69,2.268,53.03,1.323,0
6,28,21,13:10:00,0.64,23.2,87.44,3.277,51.52,1.678,0
6,28,21,13:15:00,0.6,23.8,87.98,3.247,54.01,0.499,0
6,28,21,13:20:00,0.18,24.5,64.54,6.716,54.44,1.821,0
6,28,21,13:25:00,0.78,26.3,102.51,8.581,58.62,2.903,0
6,28,21,13:30:00,0.68,27.2,98.78,2.515,60.55,2.725,0
6,28,21,13:35:00,0.28,28.3,82.94,2.538,66.9,3.461,0
6,28,21,13:40:00,0.12,28.7,74.25,3.936,67.49,3.191,0
6,28,21,13:45:00,1.12,28.6,130,5.338,66.6,1.351,0
6,28,21,13:50:00,0.97,28.1,123.98,2.204,69.15,2.726,0
6,28,21,13:55:00,0.92,27.5,116.38,2.947,64.26,2.79,0
6,28,21,14:00:00,-0.21,26.7,48.42,4.907,60.07,3.314,0
6,28,21,14:05:00,2.1,25.4,417.15,30.342,298.31,46.944,0
6,28,21,14:10:00,-5.35,24.4,59.13,8.968,361.84,54.638,0
6,28,21,14:15:00,-0.27,23.6,27.49,4.942,42.89,8.027,0
6,28,21,14:20:00,-0.06,22.8,32.29,2.849,35.93,6.012,0
6,28,21,14:25:00,0.1,22.5,34.62,3.479,29.06,1.065,0
6,28,21,14:30:00,0.1,21.9,35.1,1.148,29.52,2.721,0
6,28,21,14:35:00,0.12,21.2,42.31,5.56,35.54,3.184,0
6,28,21,14:40:00,1.08,20.5,97.32,1.193,36.12,0.894,0
6,28,21,14:45:00,0.83,19.7,87.22,5.084,40.04,1.376,0
6,28,21,14:50:00,0.98,19,93.41,4.407,37.94,2.214,0
6,28,21,14:55:00,0.45,18.3,63.95,13.293,38.63,3.074,0
6,28,21,15:00:00,0.05,17.7,39.71,1.286,36.81,2.436,0
6,28,21,15:05:00,0.03,17.2,41.11,1.218,39.35,2.6,0
6,28,21,15:10:00,-0.03,16.7,36.59,4.948,38.33,2.391,0
6,28,21,15:15:00,-0.17,16.4,38.1,6.305,47.97,9.177,0
6,28,21,15:20:00,0.05,16,38.48,6.264,35.45,8.658,0
6,28,21,15:25:00,4.71,15.9,312.12,47.016,45.89,16.435,0
6,28,21,15:30:00,2.45,15.8,672.16,23.472,533.59,18.875,0
6,28,21,15:35:00,1.12,15.8,756.22,6.71,692.88,8.681,0
6,29,21,8:51:07,0,0,0,0,0,0,1
6,29,21,8:52:08,0,0,0,0,0,0,2
6,29,21,8:52:18,0,0,0,0,0,0,2
