"Plot Title: Experiment"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10163226, SEN S/N: 10163226)","Intensity, Lux (LGR S/N: 10163226, SEN S/N: 10163226)","Coupler Attached (LGR S/N: 10163226)","Host Connected (LGR S/N: 10163226)","Stopped (LGR S/N: 10163226)","End Of File (LGR S/N: 10163226)"
1,07/14/21 01:00:00 PM,23.581,115734.1,,,,
2,07/14/21 02:00:00 PM,21.091,71644.9,,,,
3,07/14/21 03:00:00 PM,12.110,63378.2,,,,
4,07/14/21 04:00:00 PM,12.110,44089.2,,,,
5,07/14/21 05:00:00 PM,8.779,18600.1,,,,
6,07/14/21 06:00:00 PM,4.519,5166.7,,,,
7,07/14/21 07:00:00 PM,3.367,0.0,,,,
8,07/14/21 08:00:00 PM,3.261,0.0,,,,
9,07/14/21 09:00:00 PM,3.261,0.0,,,,
10,07/14/21 10:00:00 PM,3.155,0.0,,,,
11,07/14/21 11:00:00 PM,3.049,0.0,,,,
12,07/15/21 12:00:00 AM,2.837,0.0,,,,
13,07/15/21 01:00:00 AM,1.112,0.0,,,,
14,07/15/21 02:00:00 AM,2.624,0.0,,,,
15,07/15/21 03:00:00 AM,2.517,0.0,,,,
16,07/15/21 04:00:00 AM,2.410,0.0,,,,
17,07/15/21 05:00:00 AM,2.410,0.0,,,,
18,07/15/21 06:00:00 AM,2.410,0.0,,,,
19,07/15/21 07:00:00 AM,2.730,3444.5,,,,
20,07/15/21 08:00:00 AM,5.962,49600.3,,,,
21,07/15/21 09:00:00 AM,6.877,31689.1,,,,
22,07/15/21 10:00:00 AM,12.401,55111.5,,,,
23,07/15/21 11:00:00 AM,19.853,71644.9,,,,
24,07/15/21 12:00:00 PM,32.394,330668.9,,,,
25,07/15/21 01:00:00 PM,31.778,264535.1,,,,
26,07/15/21 02:00:00 PM,22.812,99200.7,,,,
27,07/15/21 03:00:00 PM,8.581,30311.3,,,,
28,07/15/21 04:00:00 PM,10.651,66133.8,,,,
29,07/15/21 05:00:00 PM,7.079,9300.1,,,,
30,07/15/21 06:00:00 PM,4.311,1377.8,,,,
31,07/15/21 07:00:00 PM,2.943,0.0,,,,
32,07/15/21 08:00:00 PM,2.517,0.0,,,,
33,07/15/21 09:00:00 PM,1.764,0.0,,,,
34,07/15/21 10:00:00 PM,2.624,0.0,,,,
35,07/15/21 11:00:00 PM,2.943,0.0,,,,
36,07/16/21 12:00:00 AM,3.049,0.0,,,,
37,07/16/21 01:00:00 AM,2.730,0.0,,,,
38,07/16/21 02:00:00 AM,2.410,0.0,,,,
39,07/16/21 03:00:00 AM,2.195,0.0,,,,
40,07/16/21 04:00:00 AM,2.410,0.0,,,,
41,07/16/21 05:00:00 AM,2.410,0.0,,,,
42,07/16/21 06:00:00 AM,2.410,0.0,,,,
43,07/16/21 07:00:00 AM,3.155,3788.9,,,,
44,07/16/21 08:00:00 AM,4.102,14466.8,,,,
45,07/16/21 09:00:00 AM,5.347,15155.7,,,,
46,07/16/21 10:00:00 AM,5.244,19289.0,,,,
47,07/16/21 11:00:00 AM,6.166,24800.2,,,,
48,07/16/21 12:00:00 PM,7.280,24800.2,,,,
49,07/16/21 01:00:00 PM,7.782,24800.2,,,,
50,07/16/21 02:00:00 PM,12.497,60622.6,,,,
51,07/16/21 03:00:00 PM,9.176,39955.8,,,,
52,07/16/21 04:00:00 PM,9.965,49600.3,,,,
53,07/16/21 05:00:00 PM,9.373,28933.5,,,,
54,07/16/21 06:00:00 PM,4.519,5166.7,,,,
55,07/16/21 07:00:00 PM,3.261,0.0,,,,
56,07/16/21 08:00:00 PM,3.472,0.0,,,,
57,07/16/21 09:00:00 PM,3.788,0.0,,,,
58,07/16/21 10:00:00 PM,3.683,0.0,,,,
59,07/16/21 11:00:00 PM,3.683,0.0,,,,
60,07/17/21 12:00:00 AM,3.683,0.0,,,,
61,07/17/21 01:00:00 AM,3.683,0.0,,,,
62,07/17/21 02:00:00 AM,3.578,0.0,,,,
63,07/17/21 03:00:00 AM,3.367,0.0,,,,
64,07/17/21 04:00:00 AM,3.155,0.0,,,,
65,07/17/21 05:00:00 AM,3.261,0.0,,,,
66,07/17/21 06:00:00 AM,3.155,0.0,,,,
67,07/17/21 07:00:00 AM,3.367,1722.2,,,,
68,07/17/21 08:00:00 AM,4.727,17911.2,,,,
69,07/17/21 09:00:00 AM,5.347,12400.1,,,,
70,07/17/21 10:00:00 AM,7.280,33066.9,,,,
71,07/17/21 11:00:00 AM,7.983,26178.0,,,,
72,07/17/21 12:00:00 PM,8.382,63378.2,,,,
73,07/17/21 01:00:00 PM,12.110,104711.8,,,,
74,07/17/21 02:00:00 PM,10.748,42711.4,,,,
75,07/17/21 03:00:00 PM,8.481,28933.5,,,,
76,07/17/21 04:00:00 PM,7.882,44089.2,,,,
77,07/17/21 05:00:00 PM,7.682,33066.9,,,,
78,07/17/21 06:00:00 PM,3.578,3961.1,,,,
79,07/17/21 07:00:00 PM,3.049,0.0,,,,
80,07/17/21 08:00:00 PM,3.049,0.0,,,,
81,07/17/21 09:00:00 PM,3.049,0.0,,,,
82,07/17/21 10:00:00 PM,2.943,0.0,,,,
83,07/17/21 11:00:00 PM,2.943,0.0,,,,
84,07/18/21 12:00:00 AM,3.155,0.0,,,,
85,07/18/21 01:00:00 AM,3.261,0.0,,,,
86,07/18/21 02:00:00 AM,3.367,0.0,,,,
87,07/18/21 03:00:00 AM,2.837,0.0,,,,
88,07/18/21 04:00:00 AM,2.730,0.0,,,,
89,07/18/21 05:00:00 AM,3.472,0.0,,,,
90,07/18/21 06:00:00 AM,1.764,0.0,,,,
91,07/18/21 07:00:00 AM,3.893,6200.0,,,,
92,07/18/21 08:00:00 AM,3.893,6544.5,,,,
93,07/18/21 09:00:00 AM,4.831,18600.1,,,,
94,07/18/21 10:00:00 AM,5.450,30311.3,,,,
95,07/18/21 11:00:00 AM,6.370,37200.2,,,,
96,07/18/21 12:00:00 PM,6.674,26178.0,,,,
97,07/18/21 01:00:00 PM,7.983,52355.9,,,,
98,07/18/21 02:00:00 PM,9.077,46844.8,,,,
99,07/18/21 03:00:00 PM,6.471,52355.9,,,,
100,07/18/21 04:00:00 PM,5.141,14466.8,,,,
101,07/18/21 05:00:00 PM,4.311,10677.8,,,,
102,07/18/21 06:00:00 PM,3.683,1324.0,,,,
103,07/18/21 07:00:00 PM,3.155,0.0,,,,
104,07/18/21 08:00:00 PM,3.261,0.0,,,,
105,07/18/21 09:00:00 PM,3.472,0.0,,,,
106,07/18/21 10:00:00 PM,3.367,0.0,,,,
107,07/18/21 11:00:00 PM,3.367,0.0,,,,
108,07/19/21 12:00:00 AM,3.367,0.0,,,,
109,07/19/21 01:00:00 AM,3.261,0.0,,,,
110,07/19/21 02:00:00 AM,3.261,0.0,,,,
111,07/19/21 03:00:00 AM,3.261,0.0,,,,
112,07/19/21 04:00:00 AM,3.261,0.0,,,,
113,07/19/21 05:00:00 AM,2.837,0.0,,,,
114,07/19/21 06:00:00 AM,2.943,0.0,,,,
115,07/19/21 07:00:00 AM,3.578,3100.0,,,,
116,07/19/21 08:00:00 AM,4.311,11022.3,,,,
117,07/19/21 09:00:00 AM,4.934,30311.3,,,,
118,07/19/21 10:00:00 AM,5.347,44089.2,,,,
119,07/19/21 11:00:00 AM,5.450,49600.3,,,,
120,07/19/21 12:00:00 PM,7.481,52355.9,,,,
121,07/19/21 01:00:00 PM,6.674,46844.8,,,,
122,07/19/21 02:00:00 PM,5.655,44089.2,,,,
123,07/19/21 03:00:00 PM,5.552,20666.8,,,,
124,07/19/21 04:00:00 PM,5.037,19289.0,,,,
125,07/19/21 05:00:00 PM,4.519,24800.2,,,,
126,07/19/21 06:00:00 PM,3.578,5166.7,,,,
127,07/19/21 07:00:00 PM,3.261,0.0,,,,
128,07/19/21 08:00:00 PM,3.261,0.0,,,,
129,07/19/21 09:00:00 PM,3.049,0.0,,,,
130,07/19/21 10:00:00 PM,3.155,0.0,,,,
131,07/19/21 11:00:00 PM,3.155,0.0,,,,
132,07/20/21 12:00:00 AM,3.155,0.0,,,,
133,07/20/21 01:00:00 AM,3.155,0.0,,,,
134,07/20/21 02:00:00 AM,3.155,0.0,,,,
135,07/20/21 03:00:00 AM,2.837,0.0,,,,
136,07/20/21 04:00:00 AM,2.730,0.0,,,,
137,07/20/21 05:00:00 AM,2.730,0.0,,,,
138,07/20/21 06:00:00 AM,2.730,0.0,,,,
139,07/20/21 07:00:00 AM,3.049,4133.4,,,,
140,07/20/21 08:00:00 AM,3.472,7577.8,,,,
141,07/20/21 09:00:00 AM,5.244,22044.6,,,,
142,07/20/21 10:00:00 AM,5.757,33066.9,,,,
143,07/20/21 11:00:00 AM,7.079,44089.2,,,,
144,07/20/21 12:00:00 PM,10.651,66133.8,,,,
145,07/20/21 01:00:00 PM,9.176,52355.9,,,,
146,07/20/21 02:00:00 PM,10.748,104711.8,,,,
147,07/20/21 03:00:00 PM,8.978,88178.4,,,,
148,07/20/21 04:00:00 PM,7.381,49600.3,,,,
149,07/20/21 05:00:00 PM,6.166,22044.6,,,,
150,07/20/21 06:00:00 PM,4.311,6200.0,,,,
151,07/20/21 07:00:00 PM,3.155,0.0,,,,
152,07/20/21 08:00:00 PM,3.472,0.0,,,,
153,07/20/21 09:00:00 PM,3.683,0.0,,,,
154,07/20/21 10:00:00 PM,3.578,0.0,,,,
155,07/20/21 11:00:00 PM,3.261,0.0,,,,
156,07/21/21 12:00:00 AM,3.155,0.0,,,,
157,07/21/21 01:00:00 AM,2.943,0.0,,,,
158,07/21/21 02:00:00 AM,2.624,0.0,,,,
159,07/21/21 03:00:00 AM,2.624,0.0,,,,
160,07/21/21 04:00:00 AM,2.624,0.0,,,,
161,07/21/21 05:00:00 AM,2.410,0.0,,,,
162,07/21/21 06:00:00 AM,2.517,0.0,,,,
163,07/21/21 07:00:00 AM,2.624,4994.5,,,,
164,07/21/21 08:00:00 AM,3.683,16533.4,,,,
165,07/21/21 09:00:00 AM,5.347,41333.6,,,,
166,07/21/21 10:00:00 AM,6.268,41333.6,,,,
167,07/21/21 11:00:00 AM,6.775,44089.2,,,,
168,07/21/21 12:00:00 PM,13.076,99200.7,,,,
169,07/21/21 01:00:00 PM,11.916,44089.2,,,,
170,07/21/21 02:00:00 PM,14.900,104711.8,,,,
171,07/21/21 03:00:00 PM,9.176,104711.8,,,,
172,07/21/21 04:00:00 PM,5.962,20666.8,,,,
173,07/21/21 05:00:00 PM,4.415,11022.3,,,,
174,07/21/21 06:00:00 PM,3.472,3616.7,,,,
175,07/21/21 07:00:00 PM,2.730,0.0,,,,
176,07/21/21 08:00:00 PM,2.624,0.0,,,,
177,07/21/21 09:00:00 PM,2.624,0.0,,,,
178,07/21/21 10:00:00 PM,3.049,0.0,,,,
179,07/21/21 11:00:00 PM,3.155,0.0,,,,
180,07/22/21 12:00:00 AM,3.049,0.0,,,,
181,07/22/21 01:00:00 AM,2.730,0.0,,,,
182,07/22/21 02:00:00 AM,2.730,0.0,,,,
183,07/22/21 03:00:00 AM,2.624,0.0,,,,
184,07/22/21 04:00:00 AM,2.517,0.0,,,,
185,07/22/21 05:00:00 AM,2.517,0.0,,,,
186,07/22/21 06:00:00 AM,2.303,0.0,,,,
187,07/22/21 07:00:00 AM,2.303,1280.9,,,,
188,07/22/21 08:00:00 AM,2.624,9300.1,,,,
189,07/22/21 09:00:00 AM,2.943,12400.1,,,,
190,07/22/21 10:00:00 AM,3.049,17911.2,,,,
191,07/22/21 11:00:00 AM,3.049,20666.8,,,,
192,07/22/21 12:00:00 PM,3.683,33066.9,,,,
193,07/22/21 01:00:00 PM,4.207,24800.2,,,,
194,07/22/21 02:00:00 PM,4.831,30311.3,,,,
195,07/22/21 03:00:00 PM,6.370,71644.9,,,,
196,07/22/21 04:00:00 PM,6.166,27555.7,,,,
197,07/22/21 05:00:00 PM,3.367,9644.5,,,,
198,07/22/21 06:00:00 PM,2.624,6200.0,,,,
199,07/22/21 07:00:00 PM,1.764,0.0,,,,
200,07/22/21 08:00:00 PM,1.872,0.0,,,,
201,07/22/21 09:00:00 PM,1.872,0.0,,,,
202,07/22/21 10:00:00 PM,2.088,0.0,,,,
203,07/22/21 11:00:00 PM,2.195,0.0,,,,
204,07/23/21 12:00:00 AM,1.980,0.0,,,,
205,07/23/21 01:00:00 AM,1.872,0.0,,,,
206,07/23/21 02:00:00 AM,1.980,0.0,,,,
207,07/23/21 03:00:00 AM,2.088,0.0,,,,
208,07/23/21 04:00:00 AM,1.980,0.0,,,,
209,07/23/21 05:00:00 AM,1.764,0.0,,,,
210,07/23/21 06:00:00 AM,1.548,0.0,,,,
211,07/23/21 07:00:00 AM,1.872,1636.1,,,,
212,07/23/21 08:00:00 AM,1.980,6200.0,,,,
213,07/23/21 09:00:00 AM,2.195,10677.8,,,,
214,07/23/21 10:00:00 AM,2.303,22044.6,,,,
215,07/23/21 11:00:00 AM,3.367,23422.4,,,,
216,07/23/21 12:00:00 PM,3.788,26178.0,,,,
217,07/23/21 01:00:00 PM,3.578,20666.8,,,,
218,07/23/21 02:00:00 PM,4.102,37200.2,,,,
219,07/23/21 03:00:00 PM,3.893,21355.7,,,,
220,07/23/21 04:00:00 PM,4.415,24800.2,,,,
221,07/23/21 05:00:00 PM,3.472,10677.8,,,,
222,07/23/21 06:00:00 PM,2.624,947.2,,,,
223,07/23/21 07:00:00 PM,2.410,0.0,,,,
224,07/23/21 08:00:00 PM,2.410,0.0,,,,
225,07/23/21 09:00:00 PM,2.517,0.0,,,,
226,07/23/21 10:00:00 PM,2.195,0.0,,,,
227,07/23/21 11:00:00 PM,2.195,0.0,,,,
228,07/24/21 12:00:00 AM,2.195,0.0,,,,
229,07/24/21 01:00:00 AM,2.195,0.0,,,,
230,07/24/21 02:00:00 AM,1.872,0.0,,,,
231,07/24/21 03:00:00 AM,1.656,0.0,,,,
232,07/24/21 04:00:00 AM,1.656,0.0,,,,
233,07/24/21 05:00:00 AM,1.980,0.0,,,,
234,07/24/21 06:00:00 AM,1.980,0.0,,,,
235,07/24/21 07:00:00 AM,2.624,2755.6,,,,
236,07/24/21 08:00:00 AM,4.623,12400.1,,,,
237,07/24/21 09:00:00 AM,6.370,27555.7,,,,
238,07/24/21 10:00:00 AM,6.978,46844.8,,,,
239,07/24/21 11:00:00 AM,7.983,46844.8,,,,
240,07/24/21 12:00:00 PM,11.334,66133.8,,,,
241,07/24/21 01:00:00 PM,12.497,49600.3,,,,
242,07/24/21 02:00:00 PM,8.680,13089.0,,,,
243,07/24/21 03:00:00 PM,9.176,44089.2,,,,
244,07/24/21 04:00:00 PM,9.077,17222.3,,,,
245,07/24/21 05:00:00 PM,6.775,4994.5,,,,
246,07/24/21 06:00:00 PM,4.623,2755.6,,,,
247,07/24/21 07:00:00 PM,0.563,0.0,,,,
248,07/24/21 08:00:00 PM,2.837,0.0,,,,
249,07/24/21 09:00:00 PM,2.837,0.0,,,,
250,07/24/21 10:00:00 PM,2.730,0.0,,,,
251,07/24/21 11:00:00 PM,1.980,0.0,,,,
252,07/25/21 12:00:00 AM,2.303,0.0,,,,
253,07/25/21 01:00:00 AM,2.730,0.0,,,,
254,07/25/21 02:00:00 AM,2.837,0.0,,,,
255,07/25/21 03:00:00 AM,2.624,0.0,,,,
256,07/25/21 04:00:00 AM,2.303,0.0,,,,
257,07/25/21 05:00:00 AM,2.730,0.0,,,,
258,07/25/21 06:00:00 AM,2.088,0.0,,,,
259,07/25/21 07:00:00 AM,3.472,7233.4,,,,
260,07/25/21 08:00:00 AM,5.450,17222.3,,,,
261,07/25/21 09:00:00 AM,6.064,24800.2,,,,
262,07/25/21 10:00:00 AM,12.690,77156.1,,,,
263,07/25/21 11:00:00 AM,12.110,60622.6,,,,
264,07/25/21 12:00:00 PM,12.013,74400.5,,,,
265,07/25/21 01:00:00 PM,17.570,154312.1,,,,
266,07/25/21 02:00:00 PM,16.903,99200.7,,,,
267,07/25/21 03:00:00 PM,16.618,38578.0,,,,
268,07/25/21 04:00:00 PM,12.594,34444.7,,,,
269,07/25/21 05:00:00 PM,7.983,19289.0,,,,
270,07/25/21 06:00:00 PM,5.244,4650.0,,,,
271,07/25/21 07:00:00 PM,3.683,0.0,,,,
272,07/25/21 08:00:00 PM,2.517,0.0,,,,
273,07/25/21 09:00:00 PM,2.943,0.0,,,,
274,07/25/21 10:00:00 PM,3.472,0.0,,,,
275,07/25/21 11:00:00 PM,3.261,0.0,,,,
276,07/26/21 12:00:00 AM,3.261,0.0,,,,
277,07/26/21 01:00:00 AM,3.049,0.0,,,,
278,07/26/21 02:00:00 AM,2.943,0.0,,,,
279,07/26/21 03:00:00 AM,2.303,0.0,,,,
280,07/26/21 04:00:00 AM,1.980,0.0,,,,
281,07/26/21 05:00:00 AM,2.410,0.0,,,,
282,07/26/21 06:00:00 AM,2.517,0.0,,,,
283,07/26/21 07:00:00 AM,3.155,5166.7,,,,
284,07/26/21 08:00:00 AM,5.552,17911.2,,,,
285,07/26/21 09:00:00 AM,6.775,21355.7,,,,
286,07/26/21 10:00:00 AM,7.782,52355.9,,,,
287,07/26/21 11:00:00 AM,8.382,37200.2,,,,
288,07/26/21 12:00:00 PM,9.077,35822.5,,,,
289,07/26/21 01:00:00 PM,10.357,60622.6,,,,
290,07/26/21 02:00:00 PM,8.481,57867.0,,,,
291,07/26/21 03:00:00 PM,9.077,68889.3,,,,
292,07/26/21 04:00:00 PM,8.680,19289.0,,,,
293,07/26/21 05:00:00 PM,7.381,24800.2,,,,
294,07/26/21 06:00:00 PM,5.141,4650.0,,,,
295,07/26/21 07:00:00 PM,3.367,0.0,,,,
296,07/26/21 08:00:00 PM,3.155,0.0,,,,
297,07/26/21 09:00:00 PM,2.943,0.0,,,,
298,07/26/21 10:00:00 PM,2.943,0.0,,,,
299,07/26/21 11:00:00 PM,3.049,0.0,,,,
300,07/27/21 12:00:00 AM,2.624,0.0,,,,
301,07/27/21 01:00:00 AM,2.730,0.0,,,,
302,07/27/21 02:00:00 AM,2.624,0.0,,,,
303,07/27/21 03:00:00 AM,2.730,0.0,,,,
304,07/27/21 04:00:00 AM,2.943,0.0,,,,
305,07/27/21 05:00:00 AM,2.730,0.0,,,,
306,07/27/21 06:00:00 AM,2.624,0.0,,,,
307,07/27/21 07:00:00 AM,2.943,1377.8,,,,
308,07/27/21 08:00:00 AM,3.683,6200.0,,,,
309,07/27/21 09:00:00 AM,5.037,18600.1,,,,
310,07/27/21 10:00:00 AM,7.381,33066.9,,,,
311,07/27/21 11:00:00 AM,9.373,63378.2,,,,
312,07/27/21 12:00:00 PM,14.804,121245.2,,,,
313,07/27/21 01:00:00 PM,22.717,308624.3,,,,
314,07/27/21 01:13:42 PM,,,Logged,,,
315,07/27/21 01:13:51 PM,,,,Logged,,
316,07/27/21 01:14:06 PM,,,,,Logged,Logged
