Plot Title: LUXarriba_04,,,,,,
#,"Date Time, GMT-05:00",Temp,"Intensity, Lux (LGR S/N: 10801151, SEN S/N: 10801151)",Host Connected (LGR S/N: 10801151),Stopped (LGR S/N: 10801151),End Of File (LGR S/N: 10801151)
1,6/14/2021 14:30,NA,115734.1,,,
2,6/14/2021 14:45,NA,22044.6,,,
3,6/14/2021 15:00,NA,52355.9,,,
4,6/14/2021 15:15,NA,34444.7,,,
5,6/14/2021 15:30,NA,17911.2,,,
6,6/14/2021 15:45,NA,52355.9,,,
7,6/14/2021 16:00,NA,19289,,,
8,6/14/2021 16:15,NA,44089.2,,,
9,6/14/2021 16:30,NA,7233.4,,,
10,6/14/2021 16:45,NA,26178,,,
11,6/14/2021 17:00,NA,19289,,,
12,6/14/2021 17:15,NA,4822.3,,,
13,6/14/2021 17:30,NA,5166.7,,,
14,6/14/2021 17:45,NA,3100,,,
15,6/14/2021 18:00,NA,1087.2,,,
16,6/14/2021 18:15,NA,118.4,,,
17,6/14/2021 18:30,NA,10.8,,,
18,6/14/2021 18:45,NA,0,,,
19,6/14/2021 19:00,NA,0,,,
20,6/14/2021 19:15,NA,0,,,
21,6/14/2021 19:30,NA,0,,,
22,6/14/2021 19:45,NA,0,,,
23,6/14/2021 20:00,NA,0,,,
24,6/14/2021 20:15,NA,0,,,
25,6/14/2021 20:30,NA,0,,,
26,6/14/2021 20:45,NA,0,,,
27,6/14/2021 21:00,NA,0,,,
28,6/14/2021 21:15,NA,0,,,
29,6/14/2021 21:30,NA,0,,,
30,6/14/2021 21:45,NA,0,,,
31,6/14/2021 22:00,NA,0,,,
32,6/14/2021 22:15,NA,0,,,
33,6/14/2021 22:30,NA,0,,,
34,6/14/2021 22:45,NA,0,,,
35,6/14/2021 23:00,NA,0,,,
36,6/14/2021 23:15,NA,0,,,
37,6/14/2021 23:30,NA,0,,,
38,6/14/2021 23:45,NA,0,,,
39,6/15/2021 0:00,NA,0,,,
40,6/15/2021 0:15,NA,0,,,
41,6/15/2021 0:30,NA,0,,,
42,6/15/2021 0:45,NA,0,,,
43,6/15/2021 1:00,NA,0,,,
44,6/15/2021 1:15,NA,0,,,
45,6/15/2021 1:30,NA,0,,,
46,6/15/2021 1:45,NA,0,,,
47,6/15/2021 2:00,NA,0,,,
48,6/15/2021 2:15,NA,0,,,
49,6/15/2021 2:30,NA,0,,,
50,6/15/2021 2:45,NA,0,,,
51,6/15/2021 3:00,NA,0,,,
52,6/15/2021 3:15,NA,0,,,
53,6/15/2021 3:30,NA,0,,,
54,6/15/2021 3:45,NA,0,,,
55,6/15/2021 4:00,NA,0,,,
56,6/15/2021 4:15,NA,0,,,
57,6/15/2021 4:30,NA,0,,,
58,6/15/2021 4:45,NA,0,,,
59,6/15/2021 5:00,NA,0,,,
60,6/15/2021 5:15,NA,0,,,
61,6/15/2021 5:30,NA,0,,,
62,6/15/2021 5:45,NA,0,,,
63,6/15/2021 6:00,NA,0,,,
64,6/15/2021 6:15,NA,64.6,,,
65,6/15/2021 6:30,NA,398.3,,,
66,6/15/2021 6:45,NA,1463.9,,,
67,6/15/2021 7:00,NA,2583.4,,,
68,6/15/2021 7:15,NA,3616.7,,,
69,6/15/2021 7:30,NA,6544.5,,,
70,6/15/2021 7:45,NA,6200,,,
71,6/15/2021 8:00,NA,10677.8,,,
72,6/15/2021 8:15,NA,11022.3,,,
73,6/15/2021 8:30,NA,10677.8,,,
74,6/15/2021 8:45,NA,13089,,,
75,6/15/2021 9:00,NA,8611.2,,,
76,6/15/2021 9:15,NA,7577.8,,,
77,6/15/2021 9:30,NA,8266.7,,,
78,6/15/2021 9:45,NA,12400.1,,,
79,6/15/2021 10:00,NA,16533.4,,,
80,6/15/2021 10:15,NA,13777.9,,,
81,6/15/2021 10:30,NA,16533.4,,,
82,6/15/2021 10:45,NA,17911.2,,,
83,6/15/2021 11:00,NA,20666.8,,,
84,6/15/2021 11:15,NA,33066.9,,,
85,6/15/2021 11:30,NA,26178,,,
86,6/15/2021 11:45,NA,16533.4,,,
87,6/15/2021 12:00,NA,22044.6,,,
88,6/15/2021 12:15,NA,15155.7,,,
89,6/15/2021 12:30,NA,19289,,,
90,6/15/2021 12:45,NA,26178,,,
91,6/15/2021 13:00,NA,22044.6,,,
92,6/15/2021 13:15,NA,16533.4,,,
93,6/15/2021 13:30,NA,33066.9,,,
94,6/15/2021 13:45,NA,24800.2,,,
95,6/15/2021 14:00,NA,39955.8,,,
96,6/15/2021 14:15,NA,30311.3,,,
97,6/15/2021 14:30,NA,18600.1,,,
98,6/15/2021 14:45,NA,18600.1,,,
99,6/15/2021 15:00,NA,12400.1,,,
100,6/15/2021 15:15,NA,9644.5,,,
101,6/15/2021 15:30,NA,9300.1,,,
102,6/15/2021 15:45,NA,14466.8,,,
103,6/15/2021 16:00,NA,5338.9,,,
104,6/15/2021 16:15,NA,10677.8,,,
105,6/15/2021 16:30,NA,27555.7,,,
106,6/15/2021 16:45,NA,12400.1,,,
107,6/15/2021 17:00,NA,7577.8,,,
108,6/15/2021 17:15,NA,5338.9,,,
109,6/15/2021 17:30,NA,3100,,,
110,6/15/2021 17:45,NA,1377.8,,,
111,6/15/2021 18:00,NA,3100,,,
112,6/15/2021 18:15,NA,635.1,,,
113,6/15/2021 18:30,NA,43.1,,,
114,6/15/2021 18:45,NA,0,,,
115,6/15/2021 19:00,NA,0,,,
116,6/15/2021 19:15,NA,0,,,
117,6/15/2021 19:30,NA,0,,,
118,6/15/2021 19:45,NA,0,,,
119,6/15/2021 20:00,NA,0,,,
120,6/15/2021 20:15,NA,0,,,
121,6/15/2021 20:30,NA,0,,,
122,6/15/2021 20:45,NA,0,,,
123,6/15/2021 21:00,NA,0,,,
124,6/15/2021 21:15,NA,0,,,
125,6/15/2021 21:30,NA,0,,,
126,6/15/2021 21:45,NA,0,,,
127,6/15/2021 22:00,NA,0,,,
128,6/15/2021 22:15,NA,0,,,
129,6/15/2021 22:30,NA,0,,,
130,6/15/2021 22:45,NA,0,,,
131,6/15/2021 23:00,NA,0,,,
132,6/15/2021 23:15,NA,0,,,
133,6/15/2021 23:30,NA,0,,,
134,6/15/2021 23:45,NA,0,,,
135,6/16/2021 0:00,NA,0,,,
136,6/16/2021 0:15,NA,0,,,
137,6/16/2021 0:30,NA,0,,,
138,6/16/2021 0:45,NA,0,,,
139,6/16/2021 1:00,NA,0,,,
140,6/16/2021 1:15,NA,0,,,
141,6/16/2021 1:30,NA,0,,,
142,6/16/2021 1:45,NA,0,,,
143,6/16/2021 2:00,NA,0,,,
144,6/16/2021 2:15,NA,0,,,
145,6/16/2021 2:30,NA,0,,,
146,6/16/2021 2:45,NA,0,,,
147,6/16/2021 3:00,NA,0,,,
148,6/16/2021 3:15,NA,0,,,
149,6/16/2021 3:30,NA,0,,,
150,6/16/2021 3:45,NA,0,,,
151,6/16/2021 4:00,NA,0,,,
152,6/16/2021 4:15,NA,0,,,
153,6/16/2021 4:30,NA,0,,,
154,6/16/2021 4:45,NA,0,,,
155,6/16/2021 5:00,NA,0,,,
156,6/16/2021 5:15,NA,0,,,
157,6/16/2021 5:30,NA,0,,,
158,6/16/2021 5:45,NA,0,,,
159,6/16/2021 6:00,NA,0,,,
160,6/16/2021 6:15,NA,118.4,,,
161,6/16/2021 6:30,NA,398.3,,,
162,6/16/2021 6:45,NA,1151.7,,,
163,6/16/2021 7:00,NA,2927.8,,,
164,6/16/2021 7:15,NA,4305.6,,,
165,6/16/2021 7:30,NA,13777.9,,,
166,6/16/2021 7:45,NA,13089,,,
167,6/16/2021 8:00,NA,13089,,,
168,6/16/2021 8:15,NA,17911.2,,,
169,6/16/2021 8:30,NA,24800.2,,,
170,6/16/2021 8:45,NA,23422.4,,,
171,6/16/2021 9:00,NA,22044.6,,,
172,6/16/2021 9:15,NA,6200,,,
173,6/16/2021 9:30,NA,37200.2,,,
174,6/16/2021 9:45,NA,41333.6,,,
175,6/16/2021 10:00,NA,44089.2,,,
176,6/16/2021 10:15,NA,22044.6,,,
177,6/16/2021 10:30,NA,44089.2,,,
178,6/16/2021 10:45,NA,12400.1,,,
179,6/16/2021 11:00,NA,74400.5,,,
180,6/16/2021 11:15,NA,28933.5,,,
181,6/16/2021 11:30,NA,21355.7,,,
182,6/16/2021 11:45,NA,30311.3,,,
183,6/16/2021 12:00,NA,27555.7,,,
184,6/16/2021 12:15,NA,49600.3,,,
185,6/16/2021 12:30,NA,68889.3,,,
186,6/16/2021 12:45,NA,79911.6,,,
187,6/16/2021 13:00,NA,34444.7,,,
188,6/16/2021 13:15,NA,57867,,,
189,6/16/2021 13:30,NA,74400.5,,,
190,6/16/2021 13:45,NA,49600.3,,,
191,6/16/2021 14:00,NA,63378.2,,,
192,6/16/2021 14:15,NA,27555.7,,,
193,6/16/2021 14:30,NA,28933.5,,,
194,6/16/2021 14:45,NA,26178,,,
195,6/16/2021 15:00,NA,22044.6,,,
196,6/16/2021 15:15,NA,26178,,,
197,6/16/2021 15:30,NA,18600.1,,,
198,6/16/2021 15:45,NA,30311.3,,,
199,6/16/2021 16:00,NA,24800.2,,,
200,6/16/2021 16:15,NA,187379,,,
201,6/16/2021 16:30,NA,93689.5,,,
202,6/16/2021 16:45,NA,3272.2,,,
203,6/16/2021 17:00,NA,1377.8,,,
204,6/16/2021 17:15,NA,5511.1,,,
205,6/16/2021 17:30,NA,3100,,,
206,6/16/2021 17:45,NA,807.3,,,
207,6/16/2021 18:00,NA,581.3,,,
208,6/16/2021 18:15,NA,204.5,,,
209,6/16/2021 18:30,NA,32.3,,,
210,6/16/2021 18:45,NA,0,,,
211,6/16/2021 19:00,NA,0,,,
212,6/16/2021 19:15,NA,0,,,
213,6/16/2021 19:30,NA,0,,,
214,6/16/2021 19:45,NA,0,,,
215,6/16/2021 20:00,NA,0,,,
216,6/16/2021 20:15,NA,0,,,
217,6/16/2021 20:30,NA,0,,,
218,6/16/2021 20:45,NA,0,,,
219,6/16/2021 21:00,NA,0,,,
220,6/16/2021 21:15,NA,0,,,
221,6/16/2021 21:30,NA,0,,,
222,6/16/2021 21:45,NA,0,,,
223,6/16/2021 22:00,NA,0,,,
224,6/16/2021 22:15,NA,0,,,
225,6/16/2021 22:30,NA,0,,,
226,6/16/2021 22:45,NA,0,,,
227,6/16/2021 23:00,NA,0,,,
228,6/16/2021 23:15,NA,0,,,
229,6/16/2021 23:30,NA,0,,,
230,6/16/2021 23:45,NA,0,,,
231,6/17/2021 0:00,NA,0,,,
232,6/17/2021 0:15,NA,0,,,
233,6/17/2021 0:30,NA,0,,,
234,6/17/2021 0:45,NA,0,,,
235,6/17/2021 1:00,NA,0,,,
236,6/17/2021 1:15,NA,0,,,
237,6/17/2021 1:30,NA,0,,,
238,6/17/2021 1:45,NA,0,,,
239,6/17/2021 2:00,NA,0,,,
240,6/17/2021 2:15,NA,0,,,
241,6/17/2021 2:30,NA,0,,,
242,6/17/2021 2:45,NA,0,,,
243,6/17/2021 3:00,NA,0,,,
244,6/17/2021 3:15,NA,0,,,
245,6/17/2021 3:30,NA,0,,,
246,6/17/2021 3:45,NA,0,,,
247,6/17/2021 4:00,NA,0,,,
248,6/17/2021 4:15,NA,0,,,
249,6/17/2021 4:30,NA,0,,,
250,6/17/2021 4:45,NA,0,,,
251,6/17/2021 5:00,NA,0,,,
252,6/17/2021 5:15,NA,0,,,
253,6/17/2021 5:30,NA,0,,,
254,6/17/2021 5:45,NA,0,,,
255,6/17/2021 6:00,NA,21.5,,,
256,6/17/2021 6:15,NA,204.5,,,
257,6/17/2021 6:30,NA,355.2,,,
258,6/17/2021 6:45,NA,753.5,,,
259,6/17/2021 7:00,NA,1377.8,,,
260,6/17/2021 7:15,NA,3788.9,,,
261,6/17/2021 7:30,NA,5338.9,,,
262,6/17/2021 7:45,NA,5166.7,,,
263,6/17/2021 8:00,NA,6200,,,
264,6/17/2021 8:15,NA,14466.8,,,
265,6/17/2021 8:30,NA,14466.8,,,
266,6/17/2021 8:45,NA,16533.4,,,
267,6/17/2021 9:00,NA,22044.6,,,
268,6/17/2021 9:15,NA,28933.5,,,
269,6/17/2021 9:30,NA,30311.3,,,
270,6/17/2021 9:45,NA,30311.3,,,
271,6/17/2021 10:00,NA,38578,,,
272,6/17/2021 10:15,NA,49600.3,,,
273,6/17/2021 10:30,NA,46844.8,,,
274,6/17/2021 10:45,NA,85422.8,,,
275,6/17/2021 11:00,NA,132267.5,,,
276,6/17/2021 11:15,NA,42711.4,,,
277,6/17/2021 11:30,NA,41333.6,,,
278,6/17/2021 11:45,NA,57867,,,
279,6/17/2021 12:00,NA,46844.8,,,
280,6/17/2021 12:15,NA,99200.7,,,
281,6/17/2021 12:30,NA,154312.1,,,
282,6/17/2021 12:45,NA,46844.8,,,
283,6/17/2021 13:00,NA,77156.1,,,
284,6/17/2021 13:15,NA,88178.4,,,
285,6/17/2021 13:30,NA,154312.1,,,
286,6/17/2021 13:45,NA,49600.3,,,
287,6/17/2021 14:00,NA,49600.3,,,
288,6/17/2021 14:15,NA,46844.8,,,
289,6/17/2021 14:30,NA,99200.7,,,
290,6/17/2021 14:45,NA,77156.1,,,
291,6/17/2021 15:00,NA,115734.1,,,
292,6/17/2021 15:15,NA,71644.9,,,
293,6/17/2021 15:30,NA,44089.2,,,
294,6/17/2021 15:45,NA,42711.4,,,
295,6/17/2021 16:00,NA,49600.3,,,
296,6/17/2021 16:15,NA,38578,,,
297,6/17/2021 16:30,NA,20666.8,,,
298,6/17/2021 16:45,NA,37200.2,,,
299,6/17/2021 17:00,NA,23422.4,,,
300,6/17/2021 17:15,NA,15844.5,,,
301,6/17/2021 17:30,NA,9644.5,,,
302,6/17/2021 17:45,NA,4133.4,,,
303,6/17/2021 18:00,NA,1356.3,,,
304,6/17/2021 18:15,NA,301.4,,,
305,6/17/2021 18:30,NA,21.5,,,
306,6/17/2021 18:45,NA,0,,,
307,6/17/2021 19:00,NA,0,,,
308,6/17/2021 19:15,NA,0,,,
309,6/17/2021 19:30,NA,0,,,
310,6/17/2021 19:45,NA,0,,,
311,6/17/2021 20:00,NA,0,,,
312,6/17/2021 20:15,NA,0,,,
313,6/17/2021 20:30,NA,0,,,
314,6/17/2021 20:45,NA,0,,,
315,6/17/2021 21:00,NA,0,,,
316,6/17/2021 21:15,NA,0,,,
317,6/17/2021 21:30,NA,0,,,
318,6/17/2021 21:45,NA,0,,,
319,6/17/2021 22:00,NA,0,,,
320,6/17/2021 22:15,NA,0,,,
321,6/17/2021 22:30,NA,0,,,
322,6/17/2021 22:45,NA,0,,,
323,6/17/2021 23:00,NA,0,,,
324,6/17/2021 23:15,NA,0,,,
325,6/17/2021 23:30,NA,0,,,
326,6/17/2021 23:45,NA,0,,,
327,6/18/2021 0:00,NA,0,,,
328,6/18/2021 0:15,NA,0,,,
329,6/18/2021 0:30,NA,0,,,
330,6/18/2021 0:45,NA,0,,,
331,6/18/2021 1:00,NA,0,,,
332,6/18/2021 1:15,NA,0,,,
333,6/18/2021 1:30,NA,0,,,
334,6/18/2021 1:45,NA,0,,,
335,6/18/2021 2:00,NA,0,,,
336,6/18/2021 2:15,NA,0,,,
337,6/18/2021 2:30,NA,0,,,
338,6/18/2021 2:45,NA,0,,,
339,6/18/2021 3:00,NA,0,,,
340,6/18/2021 3:15,NA,0,,,
341,6/18/2021 3:30,NA,0,,,
342,6/18/2021 3:45,NA,0,,,
343,6/18/2021 4:00,NA,0,,,
344,6/18/2021 4:15,NA,0,,,
345,6/18/2021 4:30,NA,0,,,
346,6/18/2021 4:45,NA,0,,,
347,6/18/2021 5:00,NA,0,,,
348,6/18/2021 5:15,NA,0,,,
349,6/18/2021 5:30,NA,0,,,
350,6/18/2021 5:45,NA,0,,,
351,6/18/2021 6:00,NA,10.8,,,
352,6/18/2021 6:15,NA,96.9,,,
353,6/18/2021 6:30,NA,645.8,,,
354,6/18/2021 6:45,NA,1980.6,,,
355,6/18/2021 7:00,NA,3616.7,,,
356,6/18/2021 7:15,NA,3616.7,,,
357,6/18/2021 7:30,NA,5166.7,,,
358,6/18/2021 7:45,NA,11022.3,,,
359,6/18/2021 8:00,NA,6200,,,
360,6/18/2021 8:15,NA,6544.5,,,
361,6/18/2021 8:30,NA,11022.3,,,
362,6/18/2021 8:45,NA,11022.3,,,
363,6/18/2021 9:00,NA,16533.4,,,
364,6/18/2021 9:15,NA,24800.2,,,
365,6/18/2021 9:30,NA,19289,,,
366,6/18/2021 9:45,NA,20666.8,,,
367,6/18/2021 10:00,NA,31689.1,,,
368,6/18/2021 10:15,NA,20666.8,,,
369,6/18/2021 10:30,NA,38578,,,
370,6/18/2021 10:45,NA,37200.2,,,
371,6/18/2021 11:00,NA,33066.9,,,
372,6/18/2021 11:15,NA,49600.3,,,
373,6/18/2021 11:30,NA,35822.5,,,
374,6/18/2021 11:45,NA,57867,,,
375,6/18/2021 12:00,NA,34444.7,,,
376,6/18/2021 12:15,NA,49600.3,,,
377,6/18/2021 12:30,NA,33066.9,,,
378,6/18/2021 12:45,NA,19289,,,
379,6/18/2021 13:00,NA,52355.9,,,
380,6/18/2021 13:15,NA,38578,,,
381,6/18/2021 13:30,NA,44089.2,,,
382,6/18/2021 13:41,NA,Logged,,,
383,6/18/2021 13:42,NA,,Logged,,
384,6/18/2021 13:42,NA,,,Logged,Logged
